,TARGET,SK_ID_CURR,POS_SK_DPD_DEF_SUM,CC_DRAWING_LIMIT_RATIO_MAX,INSTAL_PAYMENT_RATIO_MEAN,POS_REMAINING_INSTALMENTS,CC_LAST_AMT_BALANCE_MEAN,CC_PAYMENT_DIV_MIN_MIN,CC_LATE_PAYMENT_VAR,NEW_DOC_KURT,PREV_SK_ID_PREV_NUNIQUE,EMERGENCYSTATE_MODE_nan,REFUSED_AMT_GOODS_PRICE_MAX,ORGANIZATION_TYPE_Industry_type_5,CC_AMT_PAYMENT_TOTAL_CURRENT_SUM,CC_CNT_DRAWINGS_POS_CURRENT_SUM,APPROVED_AMT_GOODS_PRICE_MAX,PREV_NAME_SELLER_INDUSTRY_Connectivity_MEAN,APPROVED_AMT_ANNUITY_MAX,BURO_CREDIT_ACTIVE_Active_MEAN,PREV_NAME_PRODUCT_TYPE_walk_in_MEAN,BURO_AMT_CREDIT_SUM_MAX,CC_CNT_DRAWINGS_ATM_CURRENT_SUM,ACTIVE_DAYS_CREDIT_VAR,ACTIVE_MONTHS_BALANCE_MAX_MAX,NAME_EDUCATION_TYPE_Higher_education,CC_CNT_DRAWINGS_POS_CURRENT_VAR,PREV_APP_CREDIT_PERC_MIN,REGION_RATING_CLIENT_W_CITY,NAME_HOUSING_TYPE_House_apartment,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,APPROVED_DAYS_DECISION_MEAN,ANNUITY_INCOME_PERC,ORGANIZATION_TYPE_Services,FLAG_DOCUMENT_8,WALLSMATERIAL_MODE_Panel,ORGANIZATION_TYPE_Cleaning,ORGANIZATION_TYPE_Military,LIVINGAPARTMENTS_AVG,APARTMENTS_AVG,ELEVATORS_AVG,ORGANIZATION_TYPE_School,INSTAL_DPD_MEAN,FLOORSMIN_AVG,INSTAL_DBD_SUM,DAYS_BIRTH,INSTAL_DPD_MAX,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,OCCUPATION_TYPE_High_skill_tech_staff,CC_AMT_DRAWINGS_ATM_CURRENT_VAR,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MIN,PREV_NAME_TYPE_SUITE_Spouse_partner_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MEAN,POS_SK_DPD_DEF_MEAN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,PREV_AMT_DOWN_PAYMENT_MAX,BURO_AMT_CREDIT_SUM_SUM,PREV_NAME_TYPE_SUITE_Group_of_people_MEAN,PREV_APP_CREDIT_PERC_MEAN,INSTAL_AMT_PAYMENT_MEAN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,INSTAL_DAYS_ENTRY_PAYMENT_MAX,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,CC_CNT_DRAWINGS_POS_CURRENT_MIN,ACTIVE_AMT_CREDIT_SUM_MEAN,OCCUPATION_TYPE_Private_service_staff,CC_CNT_DRAWINGS_OTHER_CURRENT_MEAN,BURO_AMT_CREDIT_SUM_MEAN,CC_AMT_DRAWINGS_OTHER_CURRENT_MIN,CC_AMT_DRAWINGS_OTHER_CURRENT_SUM,INSTAL_AMT_PAYMENT_SUM,PREV_NAME_PRODUCT_TYPE_nan_MEAN,CC_CNT_DRAWINGS_ATM_CURRENT_MEAN,OCCUPATION_TYPE_HR_staff,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,CC_AMT_DRAWINGS_POS_CURRENT_MIN,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,FLOORSMAX_MODE,ELEVATORS_MEDI,CODE_GENDER,INSTAL_DBD_MEAN,ORGANIZATION_TYPE_Advertising,EXT_SOURCE_3,FLAG_DOCUMENT_20,OCCUPATION_TYPE_Managers,FLAG_OWN_REALTY,EMERGENCYSTATE_MODE_Yes,POS_COUNT,LIVINGAREA_MODE,YEARS_BUILD_MEDI,AMT_CREDIT,INCOME_PER_PERSON,EMERGENCYSTATE_MODE_No,ORGANIZATION_TYPE_Police,FLAG_WORK_PHONE,LANDAREA_MEDI,COMMONAREA_AVG,ORGANIZATION_TYPE_University,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Telecom,NONLIVINGAPARTMENTS_AVG,WALLSMATERIAL_MODE_Block,ORGANIZATION_TYPE_Housing,FLAG_CONT_MOBILE,FLAG_EMAIL,WALLSMATERIAL_MODE_Monolithic,REGION_POPULATION_RELATIVE,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLOORSMAX_MEDI,ORGANIZATION_TYPE_Electricity,REGION_RATING_CLIENT,YEARS_BUILD_MODE,DAYS_ID_PUBLISH,TOTALAREA_MODE,WALLSMATERIAL_MODE_Mixed,EXT_SOURCE_1,FLAG_DOCUMENT_16,YEARS_BEGINEXPLUATATION_MODE,INSTAL_COUNT,ORGANIZATION_TYPE_Realtor,FLAG_DOCUMENT_6,COMMONAREA_MODE,FLAG_DOCUMENT_3,FLOORSMAX_AVG,OCCUPATION_TYPE_Laborers,APARTMENTS_MODE,ORGANIZATION_TYPE_Security,AMT_INCOME_TOTAL,ENTRANCES_AVG,PAYMENT_RATE,FLAG_DOCUMENT_17,FLAG_OWN_CAR,FLOORSMIN_MODE,FLOORSMIN_MEDI,FLAG_DOCUMENT_19,ORGANIZATION_TYPE_Mobile,INSTAL_DBD_MAX,LANDAREA_MODE,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,LIVINGAREA_AVG,ORGANIZATION_TYPE_Postal,BASEMENTAREA_AVG,ORGANIZATION_TYPE_Insurance,OCCUPATION_TYPE_Accountants,BURO_CREDIT_TYPE_Microloan_MEAN,NONLIVINGAREA_MEDI,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,FONDKAPREMONT_MODE_nan,INS_24M_AMT_BALANCE_MAX,ORGANIZATION_TYPE_Agriculture,CC_AMT_PAYMENT_TOTAL_CURRENT_MIN,CC_CNT_DRAWINGS_OTHER_CURRENT_SUM,PREV_NAME_TYPE_SUITE_Other_B_MEAN,CC_AMT_DRAWINGS_ATM_CURRENT_MIN,CC_NAME_CONTRACT_STATUS_Sent_proposal_MIN,NONLIVINGAREA_AVG,FLAG_DOCUMENT_11,CC_CNT_DRAWINGS_CURRENT_MIN,EXT_SOURCE_2,NONLIVINGAREA_MODE,AMT_ANNUITY,BURO_CREDIT_TYPE_Mortgage_MEAN,AMT_GOODS_PRICE,APPROVED_CNT_PAYMENT_MEAN,FLAG_DOCUMENT_7,FLAG_DOCUMENT_18,NONLIVINGAPARTMENTS_MEDI,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,ORGANIZATION_TYPE_Construction,INSTAL_AMT_PAYMENT_MIN,BURO_AMT_CREDIT_SUM_DEBT_MEAN
254015,0,393937,0.0,,1.0,1.0,,,,20.0,5.0,1,,0,,,304398.0,0.0,35976.285,0.0,0.0,161838.0,,,,1,,1.0,2,1,0.0,-1510.0,0.05334,0,0,0,0,0,,,,0,0.1875,,210.0,-16471,3.0,,0,,,,0.2,,0.0,,45000.0,218619.0,0.0,1.0563022460178526,21284.387,,-1518.0,0.0,,,0,,109309.5,,,681100.4,0.0,,0,0.0,0.0,,,,,1,6.562,0,0.813,0,0,0,0,34.0,,,463500.0,85500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.01863,0,0,,0,2,,-25,,0,0.6255,0,,32.0,0,0,,1,,0,,0,256500.0,,0.02951,0,0,,,0,0,18.0,,0.4421,0.553,,0,,0,1,0.0,,1.0,1,,0,,,0.0,,,,0,,0.657,,13680.0,0.0,463500.0,8.0,0,0,,,0,9183.96,
20842,0,124290,0.0,,1.0,1.0,,,,20.0,1.0,1,,0,,,215397.0,0.0,20105.145,0.3333,0.0,184500.0,,,,0,,1.0,3,1,0.0,-377.0,0.2351,0,0,0,0,0,,,,0,0.0,,58.0,-22436,0.0,51394.5,0,,31180.0,,0.0,,0.0,31180.0,0.0,276750.0,0.0,1.0,20104.793,-19.0,-18.0,0.0,,51750.0,0,,92250.0,,,241257.52,0.0,,0,0.0,0.0,,0.0,,,1,4.832,0,0.275,0,0,0,0,12.0,,,526491.0,81000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.02025,0,0,,0,3,,-3980,,0,,0,,12.0,0,1,,0,,0,,0,81000.0,,0.03616,0,0,,,0,0,8.0,,,0.1538,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,,,19039.5,0.0,454500.0,12.0,0,0,,,0,20100.914,17131.5
253331,0,393147,0.0,0.6,1.0,0.0,46165.906,1.001548548139816,0.0,20.0,11.0,1,,0,2223253.5,2.0,1350000.0,0.0,96177.375,0.5,0.0,315000.0,23.0,,0.0,0,0.129,0.0,2,0,0.0,-720.5,0.167,0,1,0,0,0,,,,0,0.0,,326.0,-15270,0.0,196155.0,0,8884176000.0,30940.0,0.0,0.0,0.0,0.0,30940.0,7789.5,452250.0,0.0,0.7893587986336225,39481.55,-22.0,-12.0,0.0,0.0,315000.0,0,0.0,226125.0,0.0,0.0,3395413.2,0.0,0.7417,0,0.0,0.0,0.0,0.0,,,0,3.791,0,0.5063,0,0,0,0,25.0,,,320922.0,101250.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.03134,0,0,,0,2,,-1516,,0,,0,,86.0,0,0,,0,,0,,0,202500.0,,0.1054,0,1,,,0,0,23.0,,0.1078,0.631,,0,,0,0,0.0,,3.0,1,417845.12,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.5874,,33826.5,0.0,283500.0,26.67,0,0,,,0,1.26,98077.5
150567,0,274552,0.0,,1.1319081938130613,15.0,,,,20.0,1.0,1,,0,,,382495.5,0.0,17442.45,0.3333,0.0,4410000.0,,68874.336,,0,,0.835,2,1,0.0,-694.0,0.08734,0,0,0,0,0,,,,0,0.36,,200.0,-14403,4.0,4178344.5,0,,1894.0,,0.0,,0.0,317.0,0.0,8253580.0,0.0,0.8347229178328374,14814.0,-20.33,-60.0,0.0,,2027404.5,0,,917064.44,,,370350.0,0.0,,0,0.0,0.0,,2890.35,,,0,8.0,0,0.517,0,0,0,0,22.0,,,1339884.0,150000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.02263,0,0,,0,2,,-4858,,0,,0,,25.0,0,0,,1,,0,,0,450000.0,,0.02934,0,0,,,0,0,31.0,,0.242,0.336,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.7,,39307.5,0.0,1170000.0,36.0,0,0,,0.0,0,3501.0,670924.7
177904,0,306176,0.0,,1.0,1.0,,,,7.035,11.0,0,64345.5,0,,,188550.0,0.0,8503.605,0.2,0.0,1404000.0,,85284.5,0.0,1,,1.0,2,1,0.0,-1986.0,0.1389,0,0,1,0,0,,0.1144,0.08,0,0.0,,503.0,-10191,0.0,613026.0,0,,801.0,,0.1818,,0.0,801.0,16087.5,2334632.8,0.0,1.1161549229676462,7853.063,-53.5,-1011.0,0.636,,1039500.0,0,,233463.28,,,243444.95,0.0,,0,0.0,0.0,,0.0,0.625,0.08,0,16.22,0,0.15,0,0,1,0,33.0,0.1101,,1327500.0,84000.0,1,0,0,0.0581,,0,0,0,,0,0,1,0,0,0.02461,0,0,0.625,0,2,,-2847,0.0968,0,,0,0.9873,31.0,0,0,,1,0.625,0,0.1166,0,252000.0,0.0345,0.02638,0,1,,,0,0,68.0,0.0584,0.08417,0.1898,0.1057,0,,0,0,0.0,0.0,2.0,1,,0,,,0.0,,,0.0,0,,0.672,0.0,35019.0,0.0,1327500.0,11.336,0,0,,,0,2650.32,68114.0
132373,0,253537,0.0,0.0323229,1.0,0.0,0.0,0.56686,0.0,20.0,9.0,0,450000.0,0,208994.31,11.0,1350000.0,0.0,57199.5,0.1818,0.5557,13500000.0,2.0,2066544.5,,1,1.977,0.0,2,1,0.0,-1542.0,0.06616,0,1,1,0,0,,0.1486,0.16,0,0.0,,373.0,-16155,0.0,2956865.8,0,38466530.0,623.0,0.0,0.0,0.0,0.0,515.0,23490.0,26104744.0,0.0,0.8793566613798572,35937.582,-36.0,-24.0,0.5557,0.0,2331661.8,0,0.0,2373158.5,0.0,0.0,2335942.8,0.0,0.0909,0,0.0,0.4443,0.0,0.0,0.3333,0.16,0,5.74,0,0.3281,0,1,1,0,30.0,0.1571,,1125000.0,315000.0,1,0,0,0.069,,0,0,0,,0,0,1,0,0,0.02866,0,0,0.3333,0,2,,-4015,0.1393,0,,0,0.9814,65.0,0,0,,0,0.3333,0,0.1512,0,630000.0,0.138,0.03705,0,1,,,0,0,27.0,0.0693,0.11224,0.56,0.1508,0,0.1098,0,0,0.0,0.0,3.0,1,53051.355,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.5625,0.0,41692.5,0.0,1125000.0,14.5,0,0,,0.0,0,130.5,362585.66
58282,0,167565,0.0,,1.0,7.0,,,,20.0,2.0,1,,0,,,163926.0,0.5,16144.065,0.3333,0.0,1008968.6,,0.0,0.0,1,,1.023,1,1,0.0,-439.0,0.2815,0,0,0,0,0,,,,0,0.0,,245.0,-14445,0.0,605677.5,0,,516.0,,0.0,,0.0,516.0,16393.5,4007003.5,0.0,1.1367130662126073,12396.85,-18.5,-39.0,0.0,,841984.3,0,,667833.94,,,223143.3,0.0,,0,0.0,0.0,,815.76,,,1,13.61,0,0.314,0,0,0,0,19.0,,,1113840.0,101250.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.04623,0,0,,0,1,,-3261,,0,0.619,0,,18.0,0,0,,1,,0,,0,202500.0,,0.05118,0,1,,,0,0,34.0,,0.2035,0.1818,,0,,0,0,0.0,,1.0,1,,0,,,0.0,,,,0,,0.6816,,57001.5,0.0,900000.0,12.0,0,0,,815.76,0,4903.83,190794.75
287349,0,432855,,,,,,,,7.035,,0,,0,,,,,,0.0,,90000.0,,,,1,,,2,1,0.0,,0.2117,0,0,0,0,0,,0.1103,0.04,0,,,,-9898,,,0,,,,,,,,,204624.0,,,,,,,,,0,,68208.0,,,,,,0,0.0,,,0.0,0.3333,0.04,1,,0,,0,1,0,0,,0.0802,,1800000.0,112500.0,1,0,0,,,0,0,0,,0,0,1,0,0,0.01863,0,0,0.3333,0,2,,-18,0.0914,0,0.2715,1,0.9897,,0,0,,1,0.3333,0,0.1124,0,225000.0,0.0345,0.02646,0,0,,,0,0,,,0.1192,0.125,0.077,0,0.0715,0,0,0.0,0.0,,1,,0,,,,,,0.0,0,,0.6626,0.0,47614.5,0.0,1800000.0,,0,0,,,0,,0.0
158729,0,284022,,,,,,,,20.0,,1,,0,,,,,,,,,,,,0,,,2,1,,,0.1509,0,0,0,0,0,,,,0,,,,-13025,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,0,,0,,0,0,0,0,,,,254700.0,45000.0,0,1,0,,,0,0,0,,0,0,1,0,0,0.03134,0,0,,0,2,,-4767,,0,0.361,0,,,0,0,,1,,0,,0,180000.0,,0.1066,0,1,,,0,0,,,0.398,0.7065,,0,,0,0,,,,1,,0,,,,,,,0,,0.4253,,27153.0,,225000.0,,0,0,,,0,,
297945,0,445189,0.0,,1.0,0.0,,,,20.0,4.0,1,,0,,,134550.0,0.25,24852.06,0.25,0.0,476730.0,,,-17.0,1,,0.9497,2,1,0.0,-422.8,0.2155,0,0,0,0,0,,,,0,0.0,,146.0,-17408,0.0,164767.5,0,,268.0,,0.5,,0.0,268.0,24989.086,653805.0,0.0,1.0498811367489485,25294.914,-29.0,-199.0,0.0,,476730.0,0,,163451.25,,,252949.14,0.0,,0,0.0,0.0,,0.0,,,0,14.6,0,0.587,0,0,0,0,13.0,,,183384.0,30000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.00712,0,0,,0,2,,-837,,0,,0,,10.0,0,0,,1,,0,,0,90000.0,,0.1057,0,1,,,0,0,51.0,,0.3127,0.4907,,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.339,,19386.0,0.0,162000.0,8.0,0,0,,,0,10146.6,54922.5
75425,0,187478,0.0,,1.0,3.0,0.0,,0.0,20.0,2.0,1,,0,0.0,0.0,49941.0,0.0,6517.89,,0.5,,0.0,,,0,,0.919,2,1,,-253.0,0.07214,0,1,0,0,0,,,,0,0.0,,82.0,-13756,0.0,,0,,,,0.0,,0.0,,0.0,,0.0,0.9595445134575568,6517.89,,-18.0,1.0,,,0,,,,0.0,52143.12,0.0,,0,,0.0,,,,,0,10.25,0,,0,0,0,0,8.0,,,384048.0,101250.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0117,0,0,,0,2,,-4469,,0,0.3284,0,,8.0,0,0,,0,,0,,0,202500.0,,0.03802,0,1,,,0,0,16.0,,,0.5273,,0,,0,0,,,1.0,1,0.0,0,0.0,0.0,0.0,,0.0,,0,0.0,0.678,,14607.0,,270000.0,5.0,0,0,,,0,6517.89,
30569,0,135480,,,,,,,,20.0,,1,,0,,,,,,0.0,,134505.0,,,,0,,,2,1,0.0,,0.283,0,0,0,0,0,,,,0,,,,-20662,,,0,,,,,,,,,134505.0,,,,,,,,,0,,134505.0,,,,,,0,0.0,,,,,,1,,0,0.4668,0,0,1,0,,,,728460.0,67500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0191,0,0,,0,2,,-4089,,0,,0,,,0,1,,0,,0,,0,135000.0,,0.05246,0,0,,,0,0,,,,0.1853,,0,,0,0,0.0,,,1,,0,,,,,,,0,,0.731,,38214.0,0.0,675000.0,,0,0,,,0,,0.0
271135,0,414327,0.0,,0.8,0.0,,,,20.0,2.0,0,,0,,,180000.0,0.5,15321.15,0.6665,0.0,360000.0,,121032.0,,0,,0.91,2,1,0.0,-1009.0,0.2042,0,0,0,0,0,0.1353,0.166,0.0,0,0.0,0.2083,286.0,-22381,0.0,252522.0,0,,72.5,,0.0,,0.0,-339.0,2700.0,563760.0,0.0,0.9937566405376752,21498.078,-324.0,-229.0,0.0,,214380.0,0,,187920.0,,,322471.16,0.0,,0,0.0,0.0,,0.0,0.1667,0.0,1,19.06,0,,0,0,0,0,16.0,0.0627,0.6846,247500.0,54000.0,1,0,0,0.0569,0.0135,0,0,0,0.0039,0,0,1,0,0,0.03134,0,0,0.1667,0,2,0.693,-4472,0.0537,0,,0,0.9766,15.0,0,1,0.0136,0,0.1667,0,0.1691,0,54000.0,0.1034,0.04456,0,0,0.2083,0.2083,0,0,30.0,0.0572,,0.2181,0.0602,0,0.0674,0,0,0.0,0.0296,5.0,0,,0,,,0.0,,,0.029,0,,0.6597,0.0307,11029.5,0.0,247500.0,12.0,0,0,0.0039,0.0,0,4410.675,86484.0
301213,0,448969,0.0,,1.0,24.0,,,,20.0,7.0,1,67500.0,0,,,229500.0,0.5713,13896.0,0.1428,0.1428,401785.7,,,,0,,0.8604,2,1,0.0,-719.5,0.3054,0,0,0,0,0,,,,0,0.776,,907.0,-21187,17.0,353782.4,0,,893.0,,0.0,,0.0,893.0,2700.0,818365.2,0.0,1.01610555708198,11921.015,-24.0,-40.0,0.1428,,401785.7,0,,116909.31,,,691418.8,0.0,,0,0.0,0.0,,2201.391,,,1,15.64,0,0.3457,0,0,0,0,58.0,,,523597.5,33750.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.01522,0,0,,0,2,,-3019,,0,0.826,0,,58.0,0,1,,0,,0,,0,67500.0,,0.03937,0,0,,,0,0,50.0,,,0.1289,,0,,0,0,0.0,,3.0,1,,0,,,0.0,,,,0,,0.4453,,20614.5,0.0,468000.0,18.8,0,0,,0.0,0,0.54,50540.344
179287,0,307757,0.0,,1.0,0.0,,,,20.0,2.0,0,51257.25,0,,,94495.5,0.5,11579.4,0.3076,0.0,616500.0,,342938.25,,1,,0.91,1,0,280049.8,-1488.0,0.095,0,0,1,0,0,0.1807,0.2278,0.24,0,0.0,0.375,146.0,-10143,0.0,616500.0,1,,722.0,,0.5,,0.0,-211.0,0.0,2676786.5,0.0,0.9549571020019064,11580.656,-105.75,-1136.0,0.0,,249057.48,0,,205906.66,,,138967.88,0.0,,0,0.0,0.0,,0.0,0.3333,0.24,1,12.164,0,0.4084,0,0,1,0,14.0,0.2186,0.7314,348826.5,60000.0,1,0,0,0.0,0.302,0,0,0,0.0232,0,0,1,0,0,0.0725,0,0,0.3333,0,1,0.739,-2139,0.1365,0,,0,0.98,12.0,0,0,0.3047,1,0.3333,0,0.232,0,180000.0,0.2069,0.049,0,0,0.375,0.375,0,0,16.0,0.0,0.0416,0.516,0.2098,0,0.1445,0,0,0.0,0.0,1.0,0,,0,,,0.0,,,0.0,0,,0.251,0.0,17095.5,0.0,288000.0,12.0,0,0,0.0233,0.0,0,11579.4,98194.68
238836,0,376673,0.0,,1.0,16.0,,,,20.0,6.0,0,,0,,,238500.0,0.0,14379.48,0.0,0.0,72000.0,,,,0,,0.881,2,1,0.0,-1208.0,0.1589,0,0,0,0,0,,0.001,0.0,0,0.256,,812.0,-22426,6.0,,0,,,,0.0,,0.0,,6975.0,72000.0,0.0,0.955728782190573,10042.478,,-19.0,0.6665,,,0,,72000.0,,,823483.1,0.0,,0,0.0,0.0,,,0.0,0.0,1,9.91,0,0.7715,0,0,0,0,82.0,0.0008,,536917.5,56250.0,1,0,0,,,0,0,0,,0,0,1,0,0,0.00918,0,0,0.0,0,2,,-4191,0.0006,0,,0,0.9624,82.0,0,0,,1,0.0,0,0.0011,0,112500.0,0.0345,0.0333,0,0,,,0,0,33.0,,,0.2095,0.0007,0,,0,0,0.0,,2.0,1,,0,,,0.0,,,,0,,0.712,,17874.0,0.0,463500.0,17.67,0,0,,,0,36.81,0.0
187786,0,317698,0.0,,1.0,0.0,,,,0.0,2.0,1,,0,,,225000.0,0.0,23090.04,,0.5,,,,,0,,0.701,2,1,,-809.5,0.1,0,0,0,0,0,,,,0,0.0435,,94.0,-14267,1.0,,0,,,,0.0,,0.0,,0.0,,0.0,0.7796927862997913,34209.152,,-458.0,0.5,,,0,,,,,786810.44,0.0,,0,,0.0,,,,,0,4.086,0,,0,0,0,0,25.0,,,450000.0,75000.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.02461,0,0,,0,2,,-1482,,0,0.1866,0,,23.0,0,0,,0,,1,,0,225000.0,,0.05,0,1,,,0,0,15.0,,0.2888,0.5,,0,,0,0,,,2.0,1,,0,,,0.0,,,,0,,0.515,,22500.0,,450000.0,30.0,0,0,,,0,15629.175,
116294,0,234867,0.0,,1.0,0.0,,,,20.0,3.0,0,90000.0,0,,,33475.547,0.3333,3960.945,0.6665,0.3333,286989.78,,1593112.5,,0,,0.738,3,1,0.0,-474.5,0.1324,0,0,1,0,0,0.0916,0.1124,0.0,0,0.0,0.2083,101.0,-18928,0.0,176597.5,0,,-310.0,,0.0,,0.0,-1204.0,13500.0,669489.8,0.0,1.0754713301598573,3959.6775,-786.5,-700.0,0.0,,199744.89,0,,223163.27,,,23758.064,0.0,,0,0.0,0.3333,,0.0,0.1667,0.0,0,16.83,0,0.5103,0,0,0,0,7.0,0.1282,0.839,808650.0,99000.0,1,0,0,0.0586,0.0202,0,0,0,0.0,0,0,1,0,0,0.006306,0,0,0.1667,0,3,0.8433,-2465,0.1078,0,,0,0.9883,6.0,0,0,0.0204,1,0.1667,1,0.1145,0,198000.0,0.276,0.0324,0,0,0.2083,0.2083,0,0,30.0,0.059,0.4336,0.2449,0.1231,0,0.151,0,0,0.0,0.0,1.0,0,,0,,,0.0,,,0.0,0,,0.532,0.0,26217.0,0.0,675000.0,9.0,0,0,0.0,0.0,0,3953.34,70748.836
185345,0,314859,0.0,0.0,1.0,0.0,1608.075,2.8475,0.0,20.0,4.0,1,45000.0,0,84116.2,38.0,107991.0,0.0,10815.84,,0.5,,0.0,,,1,11.29,0.9043,2,1,,-490.2,0.141,0,0,0,0,0,,,,0,0.03775,,217.0,-10658,1.0,,0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.9761192608115832,6461.937,,-12.0,0.25,1.0,,0,0.0,,0.0,0.0,342482.66,0.0,0.0,0,,0.0,941.4,,,,1,4.094,0,,0,0,0,0,25.0,,,360000.0,56250.0,0,0,1,,,0,1,0,,0,0,1,0,0,0.01884,0,0,,0,2,,-1041,,0,0.3547,0,,53.0,0,0,,1,,0,,0,112500.0,,0.04404,0,0,,,0,0,34.0,,0.1207,0.3125,,0,,0,0,,,3.0,1,6423.48,0,0.0,0.0,0.0,0.0,0.0,,0,0.0,0.6807,,15858.0,,360000.0,8.0,0,0,,,0,76.545,
20508,0,123919,0.0,,1.0,4.0,,,,20.0,7.0,0,90000.0,0,,,140894.64,0.1428,12758.76,0.5,0.0,981000.0,,,-29.0,1,,1.0,1,1,0.0,-1721.0,0.0797,0,0,1,0,0,0.2698,0.3308,0.24,0,1.267,,332.0,-10588,17.0,0.0,0,,,,0.0,,0.0,,28183.14,981000.0,0.0,1.268340962526479,8420.316,-1176.0,-31.0,0.5713,,0.0,0,,490500.0,,,252609.48,0.0,,0,0.0,0.0,,0.0,0.4583,0.24,0,11.07,0,0.6074,0,0,0,0,27.0,0.3284,0.805,272520.0,135000.0,1,0,1,0.0854,,0,0,0,0.0,0,0,1,0,0,0.03256,0,0,0.4583,0,1,0.8105,-3125,0.353,0,0.2776,0,0.986,30.0,0,0,,1,0.4583,0,0.3372,0,270000.0,0.1034,0.079,0,0,,,0,0,32.0,0.0858,0.0662,0.9907,0.3152,0,0.1567,0,0,0.0,0.0,1.0,0,,0,,,0.0,,,0.0,0,,0.655,0.0,21528.0,0.0,225000.0,9.336,0,0,0.0,,0,0.045,0.0
217134,0,351591,0.0,,1.0,1.0,,,,20.0,3.0,0,,0,,,74092.5,0.6665,8398.485,1.0,0.0,3600000.0,,,-9.0,0,,0.9043,3,1,,-879.5,0.3208,0,0,1,0,0,0.0504,0.0619,0.0,0,0.0,0.0417,162.0,-10385,0.0,1495296.0,0,,3096.0,,0.0,,0.0,3096.0,4500.0,3600000.0,0.0,1.002857497029229,8559.499,-8.0,-60.0,1.0,,3600000.0,0,,3600000.0,,,171189.98,0.0,,0,0.0,0.0,,,0.1667,0.0,1,8.1,0,0.5815,0,0,1,0,22.0,0.0629,0.765,1575000.0,67500.0,1,0,0,0.088,0.012,0,0,0,0.0,0,0,1,0,0,0.006306,0,0,0.1667,0,3,0.7715,-633,0.0475,0,,0,0.9824,20.0,0,0,0.0121,1,0.1667,0,0.063,0,135000.0,0.138,0.0275,0,1,0.0417,0.0417,0,0,19.0,0.0885,0.08905,0.0857,0.0604,0,0.0759,0,0,0.0,0.0,3.0,0,,0,,,0.0,,,0.0,0,,0.5923,0.0,43312.5,1.0,1575000.0,10.0,0,0,0.0,,0,4379.94,1495296.0
106491,0,223557,0.0,,0.9444444444444444,0.0,,,,20.0,6.0,1,337500.0,0,,,1170000.0,0.1666,39178.215,0.5264,0.1666,2651296.5,,304972.9,0.0,1,,0.8257,2,1,0.0,-1250.0,0.03607,0,0,0,0,1,,,,0,0.0,,340.0,-17200,0.0,2429703.0,0,,8004.0,,0.3333,,0.0,336.0,8077.5,12780111.0,0.0,0.9610174067103842,110460.08,-26.8,-731.0,0.3333,,622627.2,0,,672637.44,,,2982422.2,0.0,,0,0.0,0.0,,0.0,,,0,12.59,0,0.2225,0,0,0,0,30.0,,,561393.0,562500.0,0,0,0,,,0,0,0,,0,0,1,0,0,0.0358,0,0,,0,2,,-757,,0,0.4888,0,,27.0,0,0,,0,,0,,0,562500.0,,0.03616,0,1,,,0,0,28.0,,0.3335,1.002,,0,,0,0,0.0,,3.0,1,,0,,,0.0,,,,0,,0.648,,20295.0,0.0,463500.0,31.33,0,0,,0.0,0,4672.485,250742.75
