,SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
219906,354758,0,Cash loans,F,Y,Y,0,225000.0,1125000.0,40410.0,1125000.0,Family,Working,Higher education,Married,House / apartment,0.0196889999999999,-15777,-9160,-598.0,-4479,8.0,1,1,0,1,0,1,Managers,2.0,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0.5893678773473225,0.7127595092662175,0.5190973382084597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-2516.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,0.0,1.0
219948,354805,0,Cash loans,M,N,Y,0,180000.0,970380.0,28372.5,810000.0,Unaccompanied,Commercial associate,Incomplete higher,Civil marriage,Rented apartment,0.030755,-8682,-210,-1205.0,-1196,,1,1,0,1,1,0,High skill tech staff,2.0,2,2,TUESDAY,14,0,0,0,1,1,0,Other,0.3084960370709954,0.6418171158445519,,0.0179,0.0,0.9801,0.728,0.002,0.0,0.0917,0.0417,0.0833,0.0,0.0146,0.0162,0.0,0.0,0.0189,0.0,0.9782,0.7125,0.001,0.0,0.1034,0.0417,0.0833,0.0,0.0165,0.0147,0.0,0.0,0.0187,0.0,0.9786,0.7115,0.0025,0.0,0.1034,0.0417,0.0833,0.0,0.0154,0.017,0.0,0.0,reg oper account,block of flats,0.0116,"Stone, brick",No,0.0,0.0,0.0,0.0,-949.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
220125,355006,0,Cash loans,M,Y,Y,1,180000.0,592560.0,31153.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-9244,-284,-3666.0,-1908,12.0,1,1,0,1,0,0,Low-skill Laborers,3.0,2,2,TUESDAY,12,0,0,0,0,1,1,Industry: type 11,,0.2401322050948469,0.4118485559242397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
220380,355301,0,Cash loans,F,N,Y,0,112500.0,1078200.0,31653.0,900000.0,"Spouse, partner",Commercial associate,Higher education,Married,House / apartment,0.032561,-17392,-1216,-14035.0,-714,,1,1,0,1,0,0,Laborers,2.0,1,1,FRIDAY,19,0,0,0,0,0,0,Business Entity Type 3,,0.6467934986560049,0.3062022983135042,0.0619,0.0649,0.9737,0.6396,0.0079,0.0,0.1034,0.1667,0.0417,0.0348,0.0504,0.0508,0.0,0.0,0.063,0.0674,0.9737,0.6537,0.008,0.0,0.1034,0.1667,0.0417,0.0356,0.0551,0.053,0.0,0.0,0.0625,0.0649,0.9737,0.6444,0.0079,0.0,0.1034,0.1667,0.0417,0.0354,0.0513,0.0517,0.0,0.0,reg oper account,block of flats,0.04,"Stone, brick",No,0.0,0.0,0.0,0.0,-546.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
220448,355386,0,Cash loans,F,N,N,0,36000.0,67500.0,4441.5,67500.0,Unaccompanied,Pensioner,Higher education,Married,House / apartment,0.019101,-20346,365243,-3765.0,-3780,,1,0,0,1,1,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,0,0,XNA,,0.7794091073588626,0.3606125659189888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1937.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
220553,355499,0,Revolving loans,M,N,Y,0,132750.0,495000.0,24750.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.04622,-13655,-128,-4486.0,-4999,,1,1,1,1,1,0,Security staff,2.0,1,1,THURSDAY,13,0,0,0,1,1,1,Security,,0.3121962810955841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-586.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,3.0
220638,355602,0,Cash loans,F,N,Y,0,85500.0,312768.0,15043.5,270000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0196889999999999,-20836,365243,-13330.0,-681,,1,0,0,1,1,0,,2.0,2,2,FRIDAY,10,0,0,0,0,0,0,XNA,,0.5213044026053568,0.6144143775673561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,6.0,1.0,-533.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
220856,355847,0,Cash loans,F,N,N,0,157500.0,808650.0,23305.5,675000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.0088659999999999,-21177,365243,-11175.0,-3888,,1,0,0,1,0,0,,1.0,2,2,MONDAY,15,0,0,0,0,0,0,XNA,,0.43110627280942,0.5902333386185574,0.0629,0.0586,0.9742,,,0.0,0.1034,0.1667,,,,,,,0.0641,0.0608,0.9742,,,0.0,0.1034,0.1667,,,,,,,0.0635,0.0586,0.9742,,,0.0,0.1034,0.1667,,,,,,,,block of flats,0.044,Panel,No,0.0,0.0,0.0,0.0,-1544.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
220877,355869,0,Cash loans,F,N,Y,0,90000.0,808650.0,24601.5,675000.0,Family,Pensioner,Secondary / secondary special,Single / not married,House / apartment,0.018634,-23677,365243,-8520.0,-4025,,1,0,0,1,1,0,,1.0,2,2,WEDNESDAY,10,0,0,0,0,0,0,XNA,0.7512459524681957,0.5156703395078225,,0.8009999999999999,0.4667,0.9866,0.8164,0.2857,0.92,0.7931,0.3333,0.0417,0.7103,0.6523,0.8597,0.0039,0.0011,0.8162,0.4843,0.9866,0.8236,0.2883,0.9264,0.7931,0.3333,0.0417,0.7265,0.7126,0.8957,0.0039,0.0011,0.8088,0.4667,0.9866,0.8189,0.2875,0.92,0.7931,0.3333,0.0417,0.7227,0.6635,0.8751,0.0039,0.0011,org spec account,block of flats,0.8326,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
221258,356306,0,Cash loans,F,Y,N,0,225000.0,480060.0,23476.5,337500.0,Family,Working,Secondary / secondary special,Separated,House / apartment,0.019101,-19708,-2284,-1805.0,-2963,7.0,1,1,0,1,0,0,Core staff,1.0,2,2,SUNDAY,10,0,0,0,0,1,1,Medicine,0.7975191312025488,0.1956289359226945,0.4066174366275036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1457.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1.0,0.0,2.0,1.0
221507,356589,0,Cash loans,M,Y,N,0,189000.0,573628.5,27724.5,463500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.008575,-9780,-262,-4277.0,-2437,4.0,1,1,0,1,0,0,Drivers,2.0,2,2,FRIDAY,12,0,0,0,0,1,1,Business Entity Type 3,,0.5475292717268083,0.5585066276769286,0.1732,,0.9876,0.83,0.0038,0.0,0.1034,0.0833,0.125,0.0961,0.0454,0.0147,0.4402,0.0406,0.1765,,0.9876,0.8367,0.0038,0.0,0.1034,0.0833,0.125,0.0983,0.0496,0.0153,0.4436,0.0429,0.1749,,0.9876,0.8323,0.0038,0.0,0.1034,0.0833,0.125,0.0978,0.0462,0.015,0.4425,0.0414,reg oper account,block of flats,0.0225,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
221615,356717,0,Cash loans,M,Y,N,2,189000.0,263686.5,28107.0,238500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-10216,-2817,-530.0,-2817,4.0,1,1,0,1,0,0,Laborers,4.0,2,2,MONDAY,7,0,0,0,0,0,0,Housing,,0.6534387632978403,0.7194907850918436,0.0557,0.0347,0.9871,0.8232,0.04,0.08,0.069,0.3333,0.375,0.1886,0.0454,0.0688,0.0,0.0,0.0567,0.036,0.9871,0.8301,0.0404,0.0806,0.069,0.3333,0.375,0.1929,0.0496,0.0717,0.0,0.0,0.0562,0.0347,0.9871,0.8256,0.0402,0.08,0.069,0.3333,0.375,0.1918,0.0462,0.07,0.0,0.0,reg oper account,block of flats,0.076,Panel,No,0.0,0.0,0.0,0.0,-2296.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
221632,356736,0,Cash loans,F,Y,Y,1,270000.0,715500.0,25479.0,715500.0,Unaccompanied,Working,Higher education,Married,House / apartment,0.0145199999999999,-14673,-1854,-4712.0,-5017,3.0,1,1,0,1,0,0,Laborers,3.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Services,,0.1427531014481058,0.2445163919946749,0.1247,0.1301,0.9801,0.728,0.0343,0.0,0.2759,0.1667,0.2083,0.1479,0.1017,0.1156,0.0039,0.015,0.1208,0.1202,0.9796,0.7321,0.0115,0.0,0.2759,0.1667,0.2083,0.1129,0.1056,0.1122,0.0,0.0,0.1197,0.1273,0.9796,0.7249,0.0348,0.0,0.2759,0.1667,0.2083,0.1404,0.0983,0.1139,0.0019,0.0005,reg oper account,block of flats,0.0921,Panel,No,1.0,1.0,1.0,1.0,-244.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,4.0,0.0,2.0
221635,356739,0,Cash loans,M,Y,Y,0,225000.0,728460.0,71095.5,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018634,-15920,-381,-5026.0,-5040,11.0,1,1,0,1,0,0,Laborers,2.0,2,2,WEDNESDAY,15,0,0,0,0,0,0,Housing,,0.5419815059525984,0.1951984060044098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1323.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0
221750,356878,0,Revolving loans,M,Y,Y,0,135000.0,405000.0,20250.0,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010147,-20951,-11391,-2401.0,-4483,10.0,1,1,0,1,0,0,Core staff,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,Religion,,0.4811227361806116,0.4188542886233217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1953.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
221859,357008,0,Cash loans,M,Y,N,0,72000.0,495000.0,21100.5,495000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.035792,-21938,365243,-7089.0,-4321,16.0,1,0,0,1,1,0,,2.0,2,2,MONDAY,11,0,0,0,0,0,0,XNA,,0.6914717304490225,0.7421816117614419,0.0423,0.0,0.9573,0.4152,0.0037,0.0,0.0345,0.0833,0.125,0.0502,0.0345,0.0202,0.0,0.0,0.0431,0.0,0.9573,0.4381,0.0037,0.0,0.0345,0.0833,0.125,0.0513,0.0376,0.0211,0.0,0.0,0.0427,0.0,0.9573,0.423,0.0037,0.0,0.0345,0.0833,0.125,0.051,0.0351,0.0206,0.0,0.0,reg oper spec account,block of flats,0.0159,"Stone, brick",No,4.0,1.0,4.0,1.0,-1993.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,3.0,0.0,0.0
221941,357099,0,Cash loans,F,N,N,0,171000.0,286704.0,26424.0,247500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-10063,-917,-430.0,-1133,,1,1,0,1,0,0,Private service staff,2.0,2,2,FRIDAY,10,0,0,0,0,1,1,Services,0.4499274433736381,0.0068330229135231,0.2807895743848605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-701.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
222075,357255,0,Cash loans,F,N,N,1,121500.0,1133748.0,33277.5,990000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0088659999999999,-15014,-2040,-3367.0,-195,,1,1,1,1,1,1,Laborers,3.0,2,2,WEDNESDAY,17,0,0,0,0,0,0,Industry: type 1,0.5136321769466548,0.4730707051363544,0.3046721837533529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-240.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
222413,357640,0,Cash loans,F,N,Y,0,180000.0,254700.0,14751.0,225000.0,Family,Pensioner,Secondary / secondary special,Married,House / apartment,0.030755,-23937,365243,-12103.0,-4083,,1,0,0,1,0,0,,2.0,2,2,FRIDAY,15,0,0,0,0,0,0,XNA,,0.7245850028741879,0.0005272652387098,0.0041,,0.9727,,,,,0.0,,,,,,,0.0042,,0.9727,,,,,0.0,,,,,,,0.0042,,0.9727,,,,,0.0,,,,,,,,terraced house,0.0023,"Stone, brick",No,1.0,1.0,1.0,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
222962,358254,0,Cash loans,F,N,Y,0,103500.0,675000.0,29731.5,675000.0,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.031329,-19810,-930,-1224.0,-3351,,1,1,1,1,0,0,High skill tech staff,2.0,2,2,TUESDAY,10,0,0,0,0,1,1,Electricity,0.8350804786864151,0.5292818326568045,0.6956219298394389,0.1103,0.0473,0.998,0.9728,0.0209,0.08,0.069,0.3333,0.375,0.0362,0.0899,0.0786,0.0,0.0,0.1124,0.0491,0.998,0.9739,0.0211,0.0806,0.069,0.3333,0.375,0.0371,0.0983,0.0819,0.0,0.0,0.1114,0.0473,0.998,0.9732,0.0211,0.08,0.069,0.3333,0.375,0.0369,0.0915,0.08,0.0,0.0,reg oper account,block of flats,0.0733,Panel,No,1.0,0.0,1.0,0.0,-2607.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223152,358469,0,Revolving loans,F,N,Y,0,67500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-14424,-1511,-4544.0,-4516,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,0.4578019550737158,0.5743163897605512,0.5849900404894085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-725.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
223290,358622,0,Cash loans,M,Y,Y,0,202500.0,239850.0,25317.0,225000.0,Family,Working,Secondary / secondary special,Civil marriage,House / apartment,0.031329,-20361,-4741,-4588.0,-3559,14.0,1,1,1,1,1,0,Laborers,2.0,2,2,THURSDAY,11,0,0,0,0,1,1,Business Entity Type 3,,0.5807508298195094,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,2.0,2.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223306,358642,0,Cash loans,F,N,Y,1,180000.0,561384.0,57654.0,540000.0,"Spouse, partner",State servant,Secondary / secondary special,Civil marriage,House / apartment,0.006305,-9917,-2932,-4.0,-1939,,1,1,0,1,0,0,Managers,3.0,3,3,TUESDAY,10,0,0,0,0,0,0,Military,0.1544636412691672,0.0359017355225494,0.6940926425266661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223310,358646,0,Cash loans,M,Y,Y,0,180000.0,562932.0,30667.5,427500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.030755,-15197,-529,-462.0,-4548,3.0,1,1,0,1,0,0,Drivers,2.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Business Entity Type 3,,0.6288379762726617,0.3233112448967859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223628,359018,0,Cash loans,F,N,N,0,157500.0,585000.0,22410.0,585000.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0228,-10816,-1928,-4692.0,-1520,,1,1,0,1,1,0,Core staff,2.0,2,2,WEDNESDAY,8,0,0,0,0,0,0,Bank,0.4841345944112677,0.5618852749181517,0.3425288720742255,0.166,0.0795,0.9776,0.6940000000000001,,0.0,0.069,0.1667,0.2083,,,0.0553,,,0.1691,0.0825,0.9777,0.706,,0.0,0.069,0.1667,0.2083,,,0.0576,,,0.1676,0.0795,0.9776,0.6981,,0.0,0.069,0.1667,0.2083,,,0.0563,,,reg oper account,block of flats,0.0645,"Stone, brick",No,12.0,1.0,12.0,0.0,-1816.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
223931,359364,0,Cash loans,F,N,Y,0,270000.0,601470.0,32760.0,450000.0,Unaccompanied,Pensioner,Secondary / secondary special,Widow,House / apartment,0.04622,-23397,365243,-5851.0,-4773,,1,0,0,1,0,0,,1.0,1,1,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.7331667157269632,0.5656079814115492,0.0361,0.0514,0.9906,0.8708,0.0473,0.08,0.0345,0.5,0.5417,0.0299,0.0294,0.0911,0.0,0.0,0.0368,0.0533,0.9906,0.8759,0.0477,0.0806,0.0345,0.5,0.5417,0.0306,0.0321,0.0949,0.0,0.0,0.0364,0.0514,0.9906,0.8725,0.0476,0.08,0.0345,0.5,0.5417,0.0304,0.0299,0.0927,0.0,0.0,reg oper account,block of flats,0.0975,Others,No,0.0,0.0,0.0,0.0,-1311.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0
223964,359406,0,Cash loans,M,N,Y,0,270000.0,450000.0,28890.0,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-13483,-2542,-1449.0,-4524,,1,1,0,1,1,0,,2.0,2,2,FRIDAY,17,0,0,0,0,0,0,Other,,0.6906874262216226,0.470456116119975,0.0649,,0.9717,,,0.0,0.1034,0.1667,,,,0.0761,,0.0771,0.0662,,0.9717,,,0.0,0.1034,0.1667,,,,0.0793,,0.0817,0.0656,,0.9717,,,0.0,0.1034,0.1667,,,,0.0775,,0.0788,,block of flats,0.0766,"Stone, brick",No,0.0,0.0,0.0,0.0,-1730.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
223998,359444,0,Cash loans,F,N,Y,1,315000.0,760225.5,53041.5,679500.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-12868,-2088,-1197.0,-4377,,1,1,0,1,0,0,Laborers,3.0,2,2,FRIDAY,11,0,0,0,0,0,0,Industry: type 7,,0.6870974804485539,0.5762088360175724,0.0186,0.0321,0.9831,0.9728,0.0032,0.0,0.069,0.0833,0.125,0.0352,0.0151,0.0134,0.0,0.0,0.0189,0.0333,0.9687,0.9739,0.0032,0.0,0.069,0.0833,0.125,0.036,0.0165,0.0077,0.0,0.0,0.0187,0.0321,0.9831,0.9732,0.0032,0.0,0.069,0.0833,0.125,0.0358,0.0154,0.0136,0.0,0.0,reg oper account,block of flats,0.017,Panel,Yes,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
224016,359463,0,Cash loans,F,N,Y,0,315000.0,1687266.0,62658.0,1575000.0,Family,Pensioner,Higher education,Married,House / apartment,0.030755,-21125,365243,-563.0,-1662,,1,0,0,1,0,0,,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,XNA,,0.3884863608253513,0.5656079814115492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-58.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,3.0
224148,359617,0,Cash loans,F,N,Y,2,40500.0,50940.0,5035.5,45000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,-16701,-1367,-9150.0,-249,,1,1,1,1,0,0,,4.0,2,2,MONDAY,11,0,0,0,0,0,0,Government,,0.2544735944426521,0.4276573700350293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-978.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
224498,360017,0,Cash loans,M,Y,Y,2,135000.0,601470.0,32760.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-13929,-529,-7617.0,-4778,5.0,1,1,0,1,0,0,Drivers,4.0,3,3,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,,0.4479116323313442,0.5884877883422673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-2269.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
224512,360032,0,Cash loans,F,N,Y,0,112500.0,153576.0,8946.0,121500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.01885,-19217,365243,-6543.0,-2757,,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,9,0,0,0,0,0,0,XNA,0.8437577182473451,0.5741773847043561,0.7076993447402619,0.0825,0.08,0.9742,0.6464,0.0085,,0.1379,0.1667,,0.0521,0.0672,0.0705,,,0.084,0.083,0.9742,0.6602,0.0086,,0.1379,0.1667,,0.0532,0.0735,0.0734,,,0.0833,0.08,0.9742,0.6511,0.0086,,0.1379,0.1667,,0.053,0.0684,0.0717,,,,block of flats,0.0601,Panel,No,1.0,0.0,1.0,0.0,-1761.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
